,transform_text,Class
2094,final chanc claim ur worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz sub 16,1
2095,privat 2004 account statement 07742676969 show 786 unredeem bonu point claim call 08719180248 identifi code 45239 expir,1
2096,probabl want pick,0
2097,done,0
2098,cutest girl world,0
2099,dice art class 6 thru 9 thank though idea time come tomorrow,0
2100,sm servic inclus text credit pl goto unsubscrib stop extra charg po box420 ip4 5we,1
2101,oh howda gud gud math en samachara chikku,0
2102,thk 530 lor dunno get ticket wat u,0
2103,audri lousi autocorrect,0
2104,site simul test give tough question test readi,0
2105,anyway serious hit back otherwis light armand alway shit vomit,0
2106,fetch yun u fetch,0
2107,thank like well,0
2108,hmmm imagin come home rub feet make dinner help get readi date sure readi kind life,0
2109,free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c 0870241182716,1
2110,lara said loan lt gt,0
2111,spare power suppli,0
2112,yar quit clever aft mani guess lor got ask 2 bring thk darren will 2 go aiya thk leona still attach wat,0
2113,winner special select receiv cash award speak live oper claim call cost 10p,1
2114,yeah go bed back midnight,0
2115,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop,1
2116,well avail washob nob last night ask nickey platt instead,0
2117,time week ryan,0
2118,wish u mani mani return day happi birthday vikki,0
2119,u win music gift voucher everi week start txt word draw 87066 tsc skillgam 1winaweek age16 150ppermesssubscript,1
2120,hope know still mad,0
2121,argh 3g spotti anyway thing rememb research provinc sterl place look,0
2122,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan,0
2123,know result,0
2124,congratul week competit draw u prize claim call 09050002311 b4280703 sm 18 150ppm,1
2125,beauti truth graviti read care heart feel light someon feel heavi someon leav good night,0
2126,sorri im get feel realli total reject kinda thing,0
2127,got shitload diamond though,0
2128,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,0
2129,well go aunti,0
2130,mine like fr china noisi,0
2131,later guess needa mcat studi,0
2132,train manual show tech process password reset troubleshoot,0
2133,b4u voucher marsm log onto discount credit opt repli stop custom care call 08717168528,1
2134,spoke uncl john today strongli feel need sacrific keep go call beg listen dont make promis make clear thing easi need pleas let us work thing long keep expect help creativ stifl pl keep happi promis part,0
2135,start search get job great potenti talent,0
2136,carlo took leav minut,0
2137,well done luv ya,0
2138,came hostel,0
2139,k still love,0
2140,juz rememb got ta bath dog today,0
2141,drug abl eat,0
2142,alright took morphin back yo,0
2143,see requir pleas,0
2144,stayin troubl stranger saw dave day sort still bloke u gona get girl mr ur mum still think get 2getha,0
2145,freemsg hey buffi 25 love satisfi men home alon feel randi repli 2 c pix qlynnbv help08700621170150p msg send stop stop txt,1
2146,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop,1
2147,collect ur laptop,0
2148,later show around want cld drink wld prefer spend money nosh mind nxt wk,0
2149,get home,0
2150,waaaat lololo ok next time,0
2151,tabl occupi wait tree,0
2152,sure dont forgot come alway touch,0
2153,hi kindli give us back document submit loan stapati,0
2154,dont shall buy one dear,0
2155,oh god happi see messag 3 day,0
2156,year mani mile,0
2157,hey cuti goe wale kinda like hill shit still avent kill,0
2158,sad stori man last week wife wish parent forgot n kid went work even colleagu wish enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake,0
2159,think go honesti road call bank tomorrow tough decis make us great peopl,0
2160,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq,1
2161,specialis work slave labor look month sha co shakara 4 beggar,0
2162,repli boy chang phone number,0
2163,1 go write msg 2 put dictionari mode 3 cover screen hand 4 press lt gt 5 gentli remov ur hand interest,0
2164,hi darlin im way london smash anoth driver big dent im realli miss u u xxx,0
2165,noth realli make sure everybodi speed,0
2166,come home 4 dinner,0
2167,thank way lost,0
2168,good crickit mind,0
2169,thx well month,0
2170,shop till u drop either 10k 5k cash travel voucher call ntt po box cr01327bt fixedlin cost 150ppm mobil vari,1
2171,pleas come imin urgoin outl8r reallyne dontpleas dontignor mycal u thecd tome 4 2moro,0
2172,wont wat wit guy,0
2173,yavnt tri yet never play origin either,0
2174,hiya good day spoken sinc weekend,0
2175,see thought,0
2176,work pleas call,0
2177,get readi moan scream,0
2178,oh k got job what,0
2179,think need go late school night especi one class one miss last wednesday probabl fail test friday,0
2180,pop lt gt ibuprofen help,0
2181,babe goe day sip cappuccino think love send kiss across sea,0
2182,ok,0
2183,ps u ur grown right,0
2184,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,0
2185,know peopl hit fuck ye,0
2186,puriti friendship two smile read forward messag smile see name gud evng,0
2187,anyth specif regard jaklin idk fuck,0
2188,oh god gon na googl nearbi cliff,0
2189,free camera phone linerent 750 cross ntwk min price txt bundl deal also avbl call 08001950382 mf,1
2190,yup shd haf ard 10 page add figur ü got mani page,0
2191,ooh 4got gon na start belli danc moseley wed u want 2 join cafe,0
2192,thankyou much call appreci care,0
2193,congrat treat mail 2 mail mother mail,0
2194,call one pick e phone ask alreadi said ok,0
2195,hi email address chang,0
2196,happi valentin day advanc,0
2197,much textin bout,0
2198,bring got,0
2199,movi call 4 wat,0
2200,sure stomach,0
2201,haha dinner cousin,0
2202,boy late 2 home father power frndship,0
2203,man carlo definit come mu tonight excus,0
2204,soon real thing princess make wet,0
2205,raji pl favour pl convey birthday wish nimya pl today birthday,0
2206,haha leg neck kill amigo hope end night burn think could swing like hour,0
2207,urgent mobil 07xxxxxxxxx bonu caller prize 2nd attempt reach call 09066362231 asap box97n7qp 150ppm,1
2208,usual bodi take care buy make sure doesnt progress pl continu talk saturday,0
2209,urgent 4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,1
2210,hmm well night night,0
2211,want say holi shit guy kid bud,0
2212,gettin bit arti collag mo well tryin 2 ne way got roast min love shall enjoy,0
2213,one day billion class right,0
2214,goodmorn today late 2hr back pain,0
2215,ok let noe later n ask call u tmr,0
2216,prabha soryda reali frm heart sori,0
2217,ok walik ard u wan 2 buy anyth go ur hous,0
2218,two carton u pleas shelv,0
2219,nice talk pleas dont forget pix want see,0
2220,guarante cash prize claim yr prize call custom servic repres 08714712379 cost 10p,1
2221,realli quit funni lor wat u shd haf run shorter distanc wat,0
2222,notic like look shit mirror your turn right freak,0
2223,great get worri know wonder care person like best life know u r wonder god love,0
2224,thank rington order ref number k718 mobil charg tone arriv pleas call custom servic 09065069120,1
2225,prefer free day tue wed fri oso ü ask workin lor,0
2226,alrit jod how revis goin keri bin doin smidgin n e way u wan na cum colleg xx,0
2227,beliv come home,0
2228,oh take test,0
2229,exact intent,0
2230,haha money leh later got go tuition haha look empti slot drive lesson,0
2231,hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat,0
2232,k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr 6pm,0
2233,noth get msg di name wit differ,0
2234,good morn plz call sir,0
2235,room number wan na make sure knock right door,0
2236,listened2th plaid gd new air1 bought braindanc aphex abel u hav2hear c u sn xxxx,0
2237,pl tell nelson bb longer comin money expect aint come,0
2238,give someth drink take vomit temp might drop unmit howev let know,0
2239,think sent text home phone cant display text still want send number,0
2240,everi day use sleep lt gt,0
2241,k call close,0
2242,u buy newspap alreadi,0
2243,nope wif si lor aft bath dog bath look like go 2 rain soon,0
2244,boo way mom make tortilla soup yummmm,0
2245,manag puzzel,0
2246,find way includ detail,0
2247,hi ya babe x u 4goten bout scammer get smart though regular vodafon respond get prem rate no use also bewar,1
2248,back 2 work 2morro half term u c 2nite 4 sexi passion b4 2 go back chat 09099726481 luv dena call,1
2249,like spoil,0
2250,thank rington order ref number r836 mobil charg tone arriv pleas call custom servic 09065069154,1
2251,get threat sale execut shifad rais complaint offici messag,0
2252,hope thing went well remind still need u c littl thing left loung,0
2253,den wat e schedul b lk sun,0
2254,lol enjoy role play much,0
2255,watch tv,0
2256,lov line hurt truth mind wil ur someon never comfort lie gud ni8 sweet dream,0
2257,check head drop stuff,0
2258,got lot hair dresser fr china,0
2259,sad stori man last week wife wish parent forgot n kid went work even colleagu wish,0
2260,ill call even ill idea,0
2261,splashmobil choos 1000 gr8 tone wk subscrit servic weekli tone cost 300p u one credit kick back enjoy,1
2262,show wot say could u c 4 dust,0
2263,take lt gt min,0
2264,heard u4 call 4 rude chat privat line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,1
2265,ok bu come soon come otherwis tomorrow,0
2266,cant pick phone right pl send messag,0
2267,forward 88877 free entri weekli comp send word enter 88877 18 c,1
2268,finish liao u,0
2269,88066 88066 lost 3pound help,1
2270,haha think,0
2271,u know watchin lido,0
2272,life spend someon lifetim may meaningless moment spent someon realli love mean life,0
2273,haha awesom 4u coupl time come,0
2274,cold dont sad dear,0
2275,think could stop like hour roommat look stock trip,0
2276,telli brdget jone,0
2277,love aathi love u lot,0
2278,hello r u im bore inev thought id get bore tv tell someth excit happen anyth,0
2279,hmm bad news hype park plaza 700 studio taken left 2 900,0
2280,sorri call later meet,0
2281,r ü comin back dinner,0
2282,hav almost reach call unabl connect u,0
2283,wait yesterday,0
2284,reach home safe n sound liao,0
2285,velli good ye pleas,0
2286,hi wkend ok journey terribl wk good huge back log mark,0
2287,two letter copi co one messag speak soon,0
2288,alex know guy sell mid south tampa think could set like 8,0
2289,dont messag offer,0
2290,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptx,1
2291,hey babe u doin wot u 2 2nite love anni x,0
2292,remind get shall,0
2293,v romant,0
2294,hello damn christma thing think decid keep mp3 doesnt work,0
2295,1 new messag pleas call 08718738034,1
2296,hi darlin im missin u hope good time u back time u give call home jess xx,0
2297,forward 21870000 hi mailbox messag sm alert 4 messag 21 match pleas call back 09056242159 retriev messag match,1
2298,draw va dont think,0
2299,dont pick call someth import tell hrishi,0
2300,congrat 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free 150pm dont miss,1
2301,nothin come mind ü help buy hanger lor ur laptop heavi,0
2302,lt gt guess easi enough,0
2303,make babi yo tho,0
2304,tell friend come round til like lt gt ish,0
2305,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni8,0
2306,still area restaur ill tri come back soon,0
2307,aight work thank,0
2308,win year suppli cd 4 store ur choic worth enter weekli draw txt music 87066 ts cs,1
2309,mobi pub high street prize u know new duchess cornwal txt first name stop 008704050406 sp arrow,1
2310,2 sleep bag 1 blanket paper phone detail anyth els,0
2311,nokia 7250i get win free auction take part send nokia 86021,1
2312,congratul thank good friend u xma prize 2 claim easi call 08718726971 10p per minut,1
2313,tddnewslett game thedailydraw dear helen dozen free game great prizeswith,1
2314,guy,0
2315,also chat awesom make regular unless see person,0
2316,signific dont worri,0
2317,caus old live high,0
2318,waqt se pehl naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai,0
2319,way offic da,0
2320,place want da,0
2321,pain could come wors time,0
2322,ok,0
2323,stalk u,0
2324,sorri dude dont know forgot even dan remind sorri hope guy fun,0
2325,ok lor,0
2326,app class varaya elaya,0
2327,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma,0
2328,urgent mobil number bonu caller prize 2nd attempt reach call 09066368753 asap box 97n7qp 150ppm,1
2329,day ask anand number,0
2330,surf onlin store offer want buy thing,0
2331,long beach lor expect u dinner,0
2332,home way,0
2333,fine thank,0
2334,happen tell truth,0
2335,like italian food,0
2336,weird know one point,0
2337,aww must nearli dead well jez iscom todo workand whilltak forev,0
2338,tell friend plan valentin day lt url gt,0
2339,alright see bit,0
2340,cheer messag zogtoriu stare phone age decid whether text,0
2341,take care financi help,0
2342,tell dear happen talk like alian,0
